"","Rendimento Escolar","Inteligencia","Motivacao","Ansiedade","Idade","Sexo","Trabalha Atualmente","Design Instrucional","Atitude Positiva EAD","Resolucao de Problemas","Rendimento EscolarZ","InteligenciaZ","MotivacaoZ","AnsiedadeZ","Numero de Recursos","Indice AcademicoZ","IdadeZ","Atitude Positiva EADZ","Resolucao de ProblemasZ","Numero de Recursos.1","Indice Academico"
"11",56.6,91.9,18.1,11.4,21,"Masculino","Estagio","Personalizado",23.4,45.5,-0.640938787916566,-0.604472004198388,-0.472997789519844,0.696705180579546,6,1.40677047010839,-0.4989979178357,-0.59807351376736,-1.67037131295212,6,84.7
"12",75.6,102.4,20.6,6.5,22,"Feminino","Estagio","Personalizado",27.4,50.5,2.12245979089999,0.141044651006061,0.160594534359211,-1.74060232882534,8,0.73797168643828,0.0154329252938882,0.733815168650439,0.087914279629059,8,77.7
"13",63.2,87.2,15.9,7.5,22,"Masculino","Estagio","Personalizado",22.1,51.3,0.318978613146027,-0.938179459385141,-1.03055903453341,-1.24319263302842,7,1.72206132526716,0.0154329252938882,-1.03093733555314,0.369239974442047,7,88
"14",59.8,88,16.3,6,24,"Masculino","Ativ.Remunerada","Padrao",26.4,51.8,-0.175524290431673,-0.881378190417183,-0.929184262712764,-1.98930717672379,6,1.17746802999293,1.04429461155307,0.40084299804599,0.545068533700165,6,82.3
"15",60,109.8,17.1,10.8,20,"Masculino","Ativ.Remunerada","Padrao",27.1,53.4,-0.146435884338867,0.666456388959672,-0.726434719071466,0.398259363101397,16,0.527777782999101,-1.01342876096529,0.633923517469105,1.10771992332614,16,75.5
"16",48.8,83.2,13.3,10.1,20,"Masculino","Estagio","Personalizado",21.7,46.4,-1.77538662553599,-1.22218580422493,-1.68949505136763,0.0500725760435563,12,0.527777782999101,-1.01342876096529,-1.16412620379492,-1.35387990628751,12,75.5
"17",62,84.1,22.5,8.1,22,"Feminino","Ativ.Remunerada","Personalizado",25.7,45.4,0.144448176589192,-1.15828437663598,0.642124700507293,-0.944746815550273,3,-1.44040149465866,0.0154329252938882,0.167762478622875,-1.70553702480375,3,54.9
"18",68.8,130,21.2,9.9,21,"Masculino","Ativ.Remunerada","Padrao",29.3,52,1.13345398374459,2.10068843040061,0.312656692090184,-0.0494093631158263,14,-0.676060027607104,-0.4989979178357,1.36646229279889,0.615399957403413,14,62.9
"19",57.7,119.5,14.6,8.9,20,"Feminino","Ativ.Remunerada","Padrao",26,51.5,-0.480952554406134,1.35517177519616,-1.36002704295052,-0.546819058912741,15,-0.274780757405036,-1.01342876096529,0.26765412980421,0.439571398145295,15,67.1
"20",64.6,107.6,16.1,12.1,23,"Feminino","Ativ.Remunerada","Personalizado",24.5,48.5,0.522597455795667,0.510252899297787,-0.979871648623088,1.04489196763739,12,-1.42129295798237,0.529863768423477,-0.231804126102464,-0.615399957403413,12,55.1
"21",71.6,116.5,19.9,8.8,21,"Feminino","Ativ.Remunerada","Personalizado",27.3,50.9,1.54069166904387,1.14216701656632,-0.016811316326925,-0.596560028492432,8,1.20613083500736,-0.4989979178357,0.700517951589995,0.228577127035553,8,82.6
"22",57.4,107.6,20.8,12.7,22,"Feminino","Ativ.Remunerada","Personalizado",25.7,53.9,-0.524585163545343,0.510252899297787,0.211281920269535,1.34333778511553,18,-0.867145394369993,0.0154329252938882,0.167762478622875,1.28354848258426,18,60.9
"23",59.4,89.1,24,10.4,24,"Masculino","Ativ.Remunerada","Personalizado",26.6,48.2,-0.233701102617284,-0.803276445586242,1.02228009483473,0.199295484782631,11,-0.762048442650404,1.04429461155307,0.46743743216688,-0.720897092958283,11,62
"24",65.5,107.7,29.9,12.2,22,"Masculino","Ativ.Remunerada","Padrao",30.9,54.3,0.653495283213294,0.517353057918783,2.5175579791893,1.09463293721708,13,-1.59326978806897,0.0154329252938882,1.89921776576601,1.42421132999076,13,53.3
"25",69.1,106.2,12.9,7.9,25,"Masculino","Estudante","Personalizado",24,55.1,1.1770865928838,0.410850678603862,-1.79086982318828,-1.04422875470966,15,-0.570963075887514,1.55872545468265,-0.398290211404689,1.70553702480375,15,64
"26",62.9,109.6,23.5,9.9,19,"Masculino","Estagio","Personalizado",27.1,51.3,0.275346004006818,0.652256071717683,0.895561630058915,-0.0494093631158263,9,-1.43084722632052,-1.52785960409488,0.633923517469105,0.369239974442047,9,55
"27",60.6,116.7,20.3,11.4,24,"Masculino","Ativ.Remunerada","Padrao",25.5,53,-0.0591706660604489,1.15636733380831,0.0845634554937244,0.696705180579546,15,-0.141021000671013,1.04429461155307,0.101168044501985,0.967057075919649,15,68.5
"28",61.8,119,21.6,7,23,"Masculino","Estagio","Padrao",29,49.3,0.115359770496386,1.31967098209119,0.414031463910833,-1.49189748092688,9,-0.943579541075149,0.529863768423477,1.26657064161756,-0.334074262590425,9,60.1
"29",60.5,87.9,24.7,10.6,22,"Feminino","Estagio","Padrao",24.7,51.2,-0.0737148691068521,-0.888478349038178,1.19968594552086,0.298777423942014,10,0.92905705320117,0.0154329252938882,-0.165209691981575,0.334074262590425,10,79.7
"30",58,77.6,27.3,10,24,"Masculino","Estagio","Personalizado",25.7,50.3,-0.437319945266925,-1.61979468700064,1.85862196235508,0.000331606463865015,8,0.0882814394444557,1.04429461155307,0.167762478622875,0.0175828559258108,8,70.9
"31",65,81,22.1,8.4,20,"Masculino","Ativ.Remunerada","Personalizado",29,53.1,0.58077426798128,-1.37838929388682,0.540749928686644,-0.795523906811198,15,-0.504083197520503,-1.01342876096529,1.26657064161756,1.00222278777127,15,64.7
"32",61.1,94.8,20.7,10.3,23,"Feminino","Estagio","Personalizado",24.8,53.7,0.0135503491715657,-0.398567404189541,0.185938227314373,0.14955451520294,11,0.279366806207345,0.529863768423477,-0.131912474921129,1.21321705888102,11,72.9
"33",73.7,90.5,21.8,8.3,21,"Feminino","Ativ.Remunerada","Personalizado",27.8,54,1.84611993301833,-0.703874224892315,0.464718849821158,-0.84526487639089,13,0.441789367955801,-0.4989979178357,0.86700403689222,1.31871419443589,13,74.6
"34",58,103.7,17.1,11.4,21,"Feminino","Estagio","Padrao",23.3,51.1,-0.437319945266925,0.233346713078993,-0.726434719071466,0.696705180579546,15,0.594657661366113,-0.4989979178357,-0.631370730827804,0.298908550738801,15,76.2
"35",60.9,91.4,22.1,7.8,23,"Feminino","Ativ.Remunerada","Padrao",28.8,48.6,-0.0155380569212406,-0.639972797303362,0.540749928686644,-1.09396972428935,9,0.413126562941367,0.529863768423477,1.19997620749667,-0.580234245551789,9,74.3
"36",62.1,129.4,21,12.4,20,"Masculino","Estagio","Personalizado",27.1,52.8,0.158992379635595,2.05808747867464,0.26196930617986,1.19411487637646,11,-0.867145394369993,-1.01342876096529,0.633923517469105,0.896725652216401,11,60.9
"37",71.7,135.5,22.3,8.9,22,"Masculino","Ativ.Remunerada","Padrao",29,54.6,1.55523587209028,2.49119715455532,0.591437314596969,-0.546819058912741,13,0.546886319675391,0.0154329252938882,1.26657064161756,1.52970846554563,13,75.7
"38",60.8,95.7,22.2,7.3,23,"Masculino","Ativ.Remunerada","Padrao",26,47.8,-0.0300822599676437,-0.334665976600587,0.566093621641806,-1.3426745721878,9,1.28256498171252,0.529863768423477,0.26765412980421,-0.861559940364779,9,83.4
"39",63.4,92.8,20,9.1,22,"Feminino","Ativ.Remunerada","Personalizado",24.7,48.1,0.348067019238833,-0.540570576609436,0.00853237662823757,-0.447337119753358,11,-1.95633198491846,0.0154329252938882,-0.165209691981575,-0.756062804809907,11,49.5
"40",56.3,113.8,20.7,9.7,25,"Masculino","Ativ.Remunerada","Padrao",29.2,47.3,-0.684571397055775,0.950462733799462,0.185938227314373,-0.14889130227521,6,-1.5550527147164,1.55872545468265,1.33316507573845,-1.0373884996229,6,53.7
"41",52.1,75.8,20,9.4,21,"Masculino","Ativ.Remunerada","Padrao",25,48.4,-1.2954279250047,-1.74759754217854,0.00853237662823757,-0.298114211014284,10,-1.03912222445659,-0.4989979178357,-0.0653180408002395,-0.650565669255037,10,59.1
"42",71.7,100.8,18.7,9.1,22,"Masculino","Ativ.Remunerada","Padrao",26.9,56.2,1.55523587209028,0.0274421130701446,-0.320935631788871,-0.447337119753358,21,-0.332106367433902,0.0154329252938882,0.567329083348214,2.09235985517161,21,66.5
"43",63.4,99.2,21.6,8.5,19,"Feminino","Estagio","Padrao",24.1,48.7,0.348067019238833,-0.0861604248657711,0.414031463910833,-0.745782937231507,8,0.948165589877459,-1.52785960409488,-0.364992994344244,-0.545068533700165,8,79.9
"44",60.7,109.5,23.5,9,23,"Feminino","Ativ.Remunerada","Padrao",24.8,52.1,-0.0446264630140458,0.645155913096688,0.895561630058915,-0.49707808933305,9,0.814405833143436,0.529863768423477,-0.131912474921129,0.650565669255037,9,78.5
"45",51.1,83.6,18.8,12.4,21,"Masculino","Estagio","Padrao",24.5,47.4,-1.44086995546873,-1.19378516974095,-0.295591938833709,1.19411487637646,6,0.432235099617657,-0.4989979178357,-0.231804126102464,-1.00222278777127,6,74.5
"46",56.2,94,10.1,10.6,20,"Masculino","Estagio","Padrao",20,47.5,-0.699115600102177,-0.455368673157498,-2.50049322593282,0.298777423942014,7,1.11058815162591,-1.01342876096529,-1.73017889382249,-0.967057075919649,7,81.6
"47",46.7,101.7,19.8,11.1,21,"Masculino","Ativ.Remunerada","Padrao",24.1,48.8,-2.08081488951046,0.0913435406590977,-0.0421550092820867,0.547482271840471,11,-1.45951003133495,-0.4989979178357,-0.364992994344244,-0.509902821848543,11,54.7
"48",63.9,102.2,18.7,8.8,22,"Feminino","Ativ.Remunerada","Padrao",24.1,50.6,0.420788034470847,0.126844333764072,-0.320935631788871,-0.596560028492432,8,2.36219730392284,0.0154329252938882,-0.364992994344244,0.123079991480683,8,94.7
"49",57.5,99.3,22.2,11.6,22,"Masculino","Ativ.Remunerada","Padrao",26.2,46.5,-0.51004096049894,-0.0790602662447767,0.566093621641806,0.796187119738928,9,0.193378391164044,0.0154329252938882,0.3342485639251,-1.31871419443589,9,72
"50",59.8,131.1,18.8,7.9,23,"Masculino","Ativ.Remunerada","Padrao",24.7,51,-0.175524290431673,2.17879017523155,-0.295591938833709,-1.04422875470966,7,-0.427649050815347,0.529863768423477,-0.165209691981575,0.263742838887177,7,65.5
"51",55.8,90.6,19.6,10.6,21,"Masculino","Ativ.Remunerada","Personalizado",25,48.1,-0.75729241228779,-0.69677406627132,-0.0928423951924109,0.298777423942014,9,-2.31939418176795,-0.4989979178357,-0.0653180408002395,-0.756062804809907,9,45.7
"52",71.3,112.4,26.1,9.4,24,"Feminino","Ativ.Remunerada","Personalizado",30,51.5,1.49705905990466,0.851060513105536,1.55449764689313,-0.298114211014284,9,0.394018026265078,1.04429461155307,1.59954281222201,0.439571398145295,9,74.1
"53",58.5,102.6,27.7,11.9,24,"Feminino","Estudante","Personalizado",29.9,56.3,-0.364598930034911,0.15524496824805,1.95999673417573,0.945410028478003,15,-0.198346610699879,1.04429461155307,1.56624559516156,2.12752556702323,15,67.9
"54",67.8,84,29.1,6.6,22,"Masculino","Ativ.Remunerada","Personalizado",29.3,45.7,0.988011953280561,-1.16538453525697,2.314808435548,-1.69086135924565,4,0.967274126553747,0.0154329252938882,1.36646229279889,-1.60003988924887,4,80.1
"55",52,101,16.5,7.2,22,"Feminino","Estagio","Padrao",24.1,50.1,-1.3099721280511,0.0416424303121343,-0.87849687680244,-1.3924155417675,10,-0.991350882765871,0.0154329252938882,-0.364992994344244,-0.0527485677774349,10,59.6
"56",51.3,76.1,17.9,11.3,24,"Masculino","Ativ.Remunerada","Personalizado",20.7,46.3,-1.41178154937592,-1.72629706631556,-0.523685175430169,0.646964210999854,7,-1.50728137302567,1.04429461155307,-1.49709837439937,-1.38904561813913,7,54.2
"57",61.7,99.9,19.9,6.2,22,"Masculino","Estagio","Padrao",26.9,50.3,0.100815567449983,-0.0364593145188076,-0.016811316326925,-1.88982523756441,12,-1.32575027460093,0.0154329252938882,0.567329083348214,0.0175828559258108,12,56.1
"58",54.7,92.9,15.7,9.1,23,"Masculino","Estagio","Padrao",21.7,49.9,-0.917278645798221,-0.53347041798844,-1.08124642044374,-0.447337119753358,10,-0.819374052679271,0.529863768423477,-1.16412620379492,-0.123079991480683,10,61.4
"59",64.6,121.4,20.2,12.8,25,"Masculino","Ativ.Remunerada","Personalizado",27.4,56.5,0.522597455795667,1.49007478899506,0.0592197625385618,1.39307875469523,16,-1.28753320124835,1.55872545468265,0.733815168650439,2.19785699072648,16,56.5
"60",70.7,92.7,19.1,6.9,25,"Feminino","Ativ.Remunerada","Padrao",27.1,54.6,1.40979384162625,-0.54767073523043,-0.219560859968222,-1.54163845050657,14,-1.66970393477413,1.55872545468265,0.633923517469105,1.52970846554563,14,52.5
"61",54.9,93.9,20.7,12.2,23,"Masculino","Estudante","Padrao",22.6,47,-0.888190239705416,-0.462468831778493,0.185938227314373,1.09463293721708,10,1.15835949331664,0.529863768423477,-0.864451250250918,-1.14288563517777,10,82.1
"62",71.7,98.2,15.5,6.1,21,"Masculino","Ativ.Remunerada","Padrao",23.8,53.1,1.55523587209028,-0.157162011075719,-1.13193380635406,-1.9395662071441,10,0.976828394891892,-0.4989979178357,-0.464884645525579,1.00222278777127,10,80.2
"63",58.3,97.7,20.8,9.1,21,"Feminino","Ativ.Remunerada","Personalizado",26.4,49.5,-0.393687336127717,-0.192662804180692,0.211281920269535,-0.447337119753358,8,0.279366806207345,-0.4989979178357,0.40084299804599,-0.263742838887177,8,72.9
"64",61.7,109.1,20.4,4.6,24,"Masculino","Ativ.Remunerada","Padrao",26.6,51.1,0.100815567449983,0.616755278612709,0.109907148448886,-2.68568075083947,8,0.690200344747558,1.04429461155307,0.46743743216688,0.298908550738801,8,77.2
"65",62.2,89.9,23.9,9.2,23,"Masculino","Estagio","Personalizado",26.2,47.7,0.173536582681998,-0.746475176618283,0.996936401879563,-0.397596150173667,9,1.07237107827334,0.529863768423477,0.3342485639251,-0.896725652216401,9,81.2
"66",50.7,70.8,14.4,9.5,25,"Feminino","Estagio","Personalizado",20.7,48.3,-1.49904676765434,-2.10260547322828,-1.41071442886085,-0.248373241434592,9,0.92905705320117,1.55872545468265,-1.49709837439937,-0.685731381106661,9,79.7
"67",57,104.4,22,11.9,21,"Masculino","Estagio","Personalizado",25.5,50.2,-0.582761975730954,0.283047823425956,0.515406235731482,0.945410028478003,9,0.82396010148158,-0.4989979178357,0.101168044501985,-0.0175828559258108,9,78.6
"68",59,110.5,17.8,13.9,19,"Masculino","Estagio","Padrao",24,51.5,-0.291877914802896,0.716157499306636,-0.549028868385331,1.94022942007183,15,1.94180949704448,-1.52785960409488,-0.398290211404689,0.439571398145295,15,90.3
"69",55.5,92.8,13,6.6,23,"Masculino","Estudante","Padrao",23.4,50.2,-0.800925021426998,-0.540570576609436,-1.76552613023312,-1.69086135924565,7,0.164715586149611,0.529863768423477,-0.59807351376736,-0.0175828559258108,7,71.7
"70",64,92,26.1,7.6,23,"Masculino","Ativ.Remunerada","Personalizado",28.8,49.6,0.43533223751725,-0.597371845577393,1.55449764689313,-1.19345166344873,12,-0.198346610699879,0.529863768423477,1.19997620749667,-0.228577127035553,12,67.9
"71",62.5,96.7,11.6,7.8,23,"Masculino","Ativ.Remunerada","Padrao",25.9,52.3,0.217169191821206,-0.26366439039064,-2.12033783160539,-1.09396972428935,10,-0.809819784341126,0.529863768423477,0.234356912743765,0.720897092958283,10,61.5
"72",56.3,77.2,20.7,11.4,21,"Masculino","Estagio","Padrao",26,44.6,-0.684571397055775,-1.64819532148462,0.185938227314373,0.696705180579546,10,0.0787271711063104,-0.4989979178357,0.26765412980421,-1.98686271961673,10,70.8
"73",56.4,98.2,22.9,12.5,18,"Masculino","Ativ.Remunerada","Padrao",26.9,54.4,-0.670027194009372,-0.157162011075719,0.743499472327941,1.24385584595615,13,-1.04867649279474,-2.04229044722447,0.567329083348214,1.45937704184238,13,59
"74",57.9,103.6,19.5,9.8,25,"Masculino","Estudante","Padrao",27.8,51,-0.451864148313328,0.226246554457997,-0.118186088147573,-0.0991503326955176,12,0.241149732854767,1.55872545468265,0.86700403689222,0.263742838887177,12,72.5
"75",57.9,95.6,16.9,6.3,22,"Feminino","Ativ.Remunerada","Personalizado",25.3,48.6,-0.451864148313328,-0.341766135221583,-0.777122104981791,-1.84008426798472,6,-0.00726124393698918,0.0154329252938882,0.0345736103810956,-0.580234245551789,6,69.9
"76",68.6,110.7,22.9,14,25,"Feminino","Ativ.Remunerada","Padrao",23.8,55,1.10436557765178,0.730357816548625,0.743499472327941,1.98997038965152,15,-0.0263697806132784,1.55872545468265,-0.464884645525579,1.67037131295212,15,69.7
"77",44.5,71.5,17.9,10.1,24,"Masculino","Ativ.Remunerada","Padrao",22.1,48.6,-2.40078735653132,-2.05290436288132,-0.523685175430169,0.0500725760435563,14,-0.848036857693704,1.04429461155307,-1.03093733555314,-0.580234245551789,14,61.1
"78",64,122,22.3,12.3,23,"Masculino","Estagio","Personalizado",27.6,53.5,0.43533223751725,1.53267574072103,0.591437314596969,1.14437390679677,7,-0.685614295945248,0.529863768423477,0.80040960277133,1.14288563517777,7,62.8
"79",59.3,115.7,18.7,13.5,24,"Feminino","Estudante","Padrao",24.5,51.6,-0.248245305663688,1.08536574759836,-0.320935631788871,1.74126554175307,13,-0.781156979326693,1.04429461155307,-0.231804126102464,0.474737109996919,13,61.8
"80",87.6,94.2,19,3.3,22,"Feminino","Estagio","Personalizado",28.6,53.4,3.86776415646834,-0.441168355915509,-0.244904552923385,-3.33231335537546,9,0.671091808071269,0.0154329252938882,1.13338177337578,1.10771992332614,9,77
"81",57.8,83,23.9,8.9,19,"Masculino","Ativ.Remunerada","Padrao",25.3,50.1,-0.466408351359731,-1.23638612146692,0.996936401879563,-0.546819058912741,8,-0.351214904110191,-1.52785960409488,0.0345736103810956,-0.0527485677774349,8,66.3
"82",56.3,103.3,18.3,11.5,22,"Feminino","Estagio","Padrao",24,50.6,-0.684571397055775,0.204946078595013,-0.42231040360952,0.746446150159237,12,-2.38627406013497,0.0154329252938882,-0.398290211404689,0.123079991480683,12,45
"83",65.7,100.2,17,7,21,"Feminino","Estagio","Padrao",22.9,54.8,0.6825836893061,-0.0151588386558235,-0.751778412026629,-1.49189748092688,11,0.537332051337245,-0.4989979178357,-0.764559599069584,1.60003988924887,11,75.6
"84",68.5,110.2,21.8,8.6,24,"Feminino","Estagio","Personalizado",26.9,50.4,1.08982137460538,0.694857023443652,0.464718849821158,-0.696041967651816,9,1.11058815162591,1.04429461155307,0.567329083348214,0.0527485677774349,9,81.6
"85",63.3,114.4,16.9,9.1,18,"Masculino","Ativ.Remunerada","Personalizado",24.3,52.3,0.333522816192429,0.993063685525431,-0.777122104981791,-0.447337119753358,12,0.403572294603223,-2.04229044722447,-0.298398560223354,0.720897092958283,12,74.2
"86",52.5,109.1,16.9,7.9,20,"Feminino","Estagio","Padrao",27.3,48.3,-1.23725111281909,0.616755278612709,-0.777122104981791,-1.04422875470966,6,-0.341660635772046,-1.01342876096529,0.700517951589995,-0.685731381106661,6,66.4
"87",67.4,106.6,16.9,9.7,24,"Feminino","Ativ.Remunerada","Personalizado",25.5,54,0.92983514109495,0.43925131308784,-0.777122104981791,-0.14889130227521,13,0.317583879559923,1.04429461155307,0.101168044501985,1.31871419443589,13,73.3
"88",59.9,104.4,19.2,9.1,21,"Feminino","Estagio","Padrao",25.5,49.8,-0.16098008738527,0.283047823425956,-0.19421716701306,-0.447337119753358,8,2.20932901051253,-0.4989979178357,0.101168044501985,-0.158245703332307,8,93.1
"89",52.7,86.6,26.4,11.3,18,"Feminino","Ativ.Remunerada","Padrao",25.9,49.8,-1.20816270672628,-0.98078041111111,1.63052872575862,0.646964210999854,8,-1.08689356614732,-2.04229044722447,0.234356912743765,-0.158245703332307,8,58.6
"90",57,107.1,23.9,14.7,22,"Feminino","Estagio","Padrao",24.3,50.1,-0.582761975730954,0.474752106192814,0.996936401879563,2.33815717670936,10,-0.217455147376168,0.0154329252938882,-0.298398560223354,-0.0527485677774349,10,67.7
"91",59.9,107.6,19.6,11.1,23,"Feminino","Ativ.Remunerada","Personalizado",23.4,50.5,-0.16098008738527,0.510252899297787,-0.0928423951924109,0.547482271840471,8,-0.599625880901947,0.529863768423477,-0.59807351376736,0.087914279629059,8,63.7
"92",63.8,93.8,25.6,12,21,"Masculino","Ativ.Remunerada","Personalizado",25.2,52.2,0.406243831424444,-0.469568990399488,1.42777918211732,0.995150998057694,11,0.0691729027681664,-0.4989979178357,0.00127639332065018,0.685731381106661,11,70.7
"93",60.2,104.1,17.5,9.7,19,"Masculino","Estagio","Padrao",23.8,47,-0.11734747824606,0.261747347562971,-0.625059947250818,-0.14889130227521,7,0.804851564805292,-1.52785960409488,-0.464884645525579,-1.14288563517777,7,78.4
"94",66.9,104.1,22,12.5,21,"Feminino","Ativ.Remunerada","Personalizado",24.3,54,0.857114125862936,0.261747347562971,0.515406235731482,1.24385584595615,11,0.814405833143436,-0.4989979178357,-0.298398560223354,1.31871419443589,11,78.5
"95",59.7,91.2,27.6,12.1,21,"Masculino","Ativ.Remunerada","Personalizado",30.2,53.3,-0.190068493478075,-0.654173114545351,1.93465304122057,1.04489196763739,14,-1.41173868964423,-0.4989979178357,1.6661372463429,1.07255421147452,14,55.2
"96",62.4,91.1,13.5,6.8,21,"Masculino","Ativ.Remunerada","Personalizado",25.3,51.6,0.202624988774803,-0.661273273166347,-1.63880766545731,-1.59137942008626,8,0.222041196178478,-0.4989979178357,0.0345736103810956,0.474737109996919,8,72.3
"97",53.8,118.6,17.7,12.5,23,"Masculino","Estagio","Personalizado",25.5,49.7,-1.04817647321585,1.29127034760721,-0.574372561340493,1.24385584595615,12,-0.771602710988549,0.529863768423477,0.101168044501985,-0.193411415183929,12,61.9
"98",56.4,115.5,26.5,11.7,23,"Masculino","Ativ.Remunerada","Personalizado",29.9,52.6,-0.670027194009372,1.07116543035637,1.65587241871378,0.84592808931862,8,-0.102803927318434,0.529863768423477,1.56624559516156,0.826394228513155,8,68.9
"99",54,112.8,13.2,11.3,23,"Masculino","Ativ.Remunerada","Personalizado",21.7,49.3,-1.01908806712304,0.879461147589515,-1.71483874432279,0.646964210999854,12,0.250704001192911,0.529863768423477,-1.16412620379492,-0.334074262590425,12,72.6
"100",56.6,88.7,16.8,9.5,21,"Masculino","Ativ.Remunerada","Personalizado",21.5,49.6,-0.640938787916566,-0.83167708007022,-0.802465797936953,-0.248373241434592,9,0.145607049473322,-0.4989979178357,-1.23072063791581,-0.228577127035553,9,71.5
"101",69.4,116.2,21.1,8.3,21,"Masculino","Ativ.Remunerada","Personalizado",30.4,48,1.22071920202301,1.12086654070334,0.287312999135022,-0.84526487639089,6,-1.86078930153702,-0.4989979178357,1.73273168046379,-0.791228516661531,6,50.5
"102",75.4,120.7,22.2,6.7,23,"Feminino","Estagio","Personalizado",30.2,52.7,2.09337138480718,1.4403736786481,0.566093621641806,-1.64112038966595,10,-0.427649050815347,0.529863768423477,1.6661372463429,0.861559940364779,10,65.5
"103",63.1,92,27,7.2,20,"Masculino","Ativ.Remunerada","Padrao",26.4,50.6,0.304434410099624,-0.597371845577393,1.78259088348959,-1.3924155417675,10,0.82396010148158,-1.01342876096529,0.40084299804599,0.123079991480683,10,78.6
"104",66.5,102.4,16.9,7.5,23,"Masculino","Ativ.Remunerada","Personalizado",29.7,51.5,0.798937313677323,0.141044651006061,-0.777122104981791,-1.24319263302842,14,-0.580517344225659,0.529863768423477,1.49965116104067,0.439571398145295,14,63.9
"105",63.2,95.5,29.5,13.2,24,"Masculino","Ativ.Remunerada","Padrao",26.7,51.4,0.318978613146027,-0.348866293842577,2.41618320736865,1.59204263301399,4,0.231595464516623,1.04429461155307,0.500734649227325,0.404405686293671,4,72.4
"106",62.3,99.6,19.3,8.4,20,"Feminino","Estagio","Personalizado",26.4,49.8,0.1880807857284,-0.0577597903817927,-0.168873474057898,-0.795523906811198,10,-0.857591126031849,-1.01342876096529,0.40084299804599,-0.158245703332307,10,61
"107",61,98.8,18.7,12.7,21,"Masculino","Ativ.Remunerada","Personalizado",24.7,48.6,-0.000993853874837456,-0.11456105934975,-0.320935631788871,1.34333778511553,11,1.41632473844654,-0.4989979178357,-0.165209691981575,-0.580234245551789,11,84.8
"108",55.6,104.1,12.5,13,23,"Masculino","Ativ.Remunerada","Padrao",19.3,44.2,-0.786380818380595,0.261747347562971,-1.89224459500893,1.49256069385461,9,-0.0263697806132784,0.529863768423477,-1.9632594132456,-2.12752556702323,9,69.7
"109",58,119.7,15.4,11.1,24,"Feminino","Ativ.Remunerada","Padrao",26.6,49,-0.437319945266925,1.36937209243815,-1.15727749930922,0.547482271840471,10,-1.15377344451433,1.04429461155307,0.46743743216688,-0.439571398145295,10,57.9
